salesid;salespersonid;customerid;productid;quantity;discount;totalprice;salesdate;transactionnumber
18110;22;84836;348;22;;0;20180307;OYSN59UZAL07EJSX7GOI
18412;22;43427;97;11;0.1;0;20180307;T28W0ECPUWUTLPU6HAY9
18564;15;21486;35;6;0.1;0;20180307;T0FB42A3T3BJGPBDWAFR
18695;19;3011;384;1;0.1;0;20180307;IHM3AXTHIF9N60N3X8XH
19026;11;63063;404;16;0.1;0;20180307;V47YRHCU4JRJD9W5U20G
19033;2;48724;59;13;;0;20180307;ZMEU199TQ6AP24C76IL0
19041;15;842;41;1;;0;20180307;QL87XSFDBOECSLHWV0KB
19161;19;16068;105;5;;0;20180307;EO984FFCK91GX4B6IHFH
19224;11;81970;412;21;;0;20180307;TJZJH5PY4U0RFAMQ6H2M
19498;14;58336;57;15;0.2;0;20180307;0VBQNJSKCSLZ4R933ZG7
19571;18;41527;413;11;;0;20180307;PKQJDWAHTMN74ZZ4UI6L
19706;22;784;62;1;;0;20180307;QYDKW65RLP0YFDOCQI6S
19836;17;32526;111;9;;0;20180307;SQKU1UTCNYBAU1VFR5CI
19839;19;46811;440;12;;0;20180307;11QHKZ24LAN1R5CBTRFK
20246;5;26882;186;7;0.1;0;20180307;319069U5TBR6YUP7QV0H
20355;20;90163;224;23;;0;20180307;A07SPFD58FJ2YJ5OU67M
20776;2;60397;191;16;;0;20180307;OAGMCLNZUK45FLM1HVT6
20820;7;34216;433;9;;0;20180307;E28PIDOZG520SMQDAH2M
20927;1;95490;182;25;;0;20180307;VT6NO84EO3ZCN0H06OC1
21227;2;49360;293;13;;0;20180307;HLJTEIU0TYZWYT22WG85
21586;19;68839;10;18;;0;20180307;9JB7XVJ6Q5WPINN8YLNK
21668;20;35371;278;9;;0;20180307;XB3OBPN2JXNLTO554X0B
21687;15;81458;293;21;;0;20180307;M6M7CWX047X105WZLFHC
21749;3;11312;56;3;0.2;0;20180307;C0MEMV5405ECGSEA0EZ4
21871;5;34577;268;9;0.2;0;20180307;SZ1O1BDKP6NNCB2LEKYP
21910;16;14703;381;4;;0;20180307;2ETICW3BRP6BMUDDDXQK
21914;9;54047;367;14;;0;20180307;6OPTB4FO3RL2ITYJ1W16
22023;16;64556;270;17;;0;20180307;5HDS5QGPQPTZVZ1D82V4
22394;14;26520;146;7;;0;20180307;YAN9OWA1O7VYPI3AV6X5
22470;4;61997;165;16;;0;20180307;4S92K9IXNCBGPV7FXO88
22479;20;26956;406;7;;0;20180307;FZ6RAHRIUDUPPR50FN4G
22630;7;2976;281;1;;0;20180307;IZ2DGKEHTH1SD2HFERQC
22733;11;85922;207;22;;0;20180307;JQCKUYYRYUVY2F8LPC5Z
22905;6;69458;174;18;0.2;0;20180307;PMWM6RC997L4NFNJIW8A
23060;13;86083;152;22;0.2;0;20180307;RO2NWDIR4UNJOQ620P7Z
23298;11;78196;128;20;;0;20180307;ZFYNJ0I08L70YUUURTPS
23659;8;18903;231;5;0.2;0;20180307;HU7V98PT8LX0M839SPLO
23675;9;96230;179;25;;0;20180307;AN9MGVSDU39TS0X009MP
23837;10;28273;35;8;;0;20180307;0UJT51T91USW6HFJ96JV
24040;14;59697;276;16;0.2;0;20180307;3BHR9MVP1PIGEP98PCE2
24072;3;94998;333;25;;0;20180307;WEN0GX2ZEYHK12UTOD8U
24118;13;46590;380;12;0.2;0;20180307;QLWTN2XAT4P4TKYID635
24197;21;67794;399;18;;0;20180307;DBHQD4DH28QRHP5698XQ
24204;13;97458;71;25;;0;20180307;VNQC4YGYP6CC4GUFYSIF
24280;18;5106;215;2;;0;20180307;G4X9NASXXQUXHWVRXQ68
24294;14;72800;219;19;;0;20180307;WG862ZA8DBTYPMARXORE
24384;5;84544;388;22;;0;20180307;L8QEROWSI9V1W86CPS2G
24584;3;8844;42;3;;0;20180307;N0HKJ3GDIZC26D2KDERZ
24589;3;25502;2;7;;0;20180307;EIMZO8ZIIT1BD9MU6AR6
24772;8;45749;294;12;;0;20180307;Z1BXT2RK6KBJ4PNEUB43
25051;4;82487;176;21;0.1;0;20180307;ZR8333Y2R9GJJGED303B
25089;9;46840;297;12;;0;20180307;CGY0GJQL9GKYIS0B7ASQ
25149;13;14871;255;4;;0;20180307;46QTA8UWENXK85IFGC69
25183;15;11504;149;3;;0;20180307;WOJ65KKSHN42ZTVOLWLT
25632;11;48347;233;13;;0;20180307;3GZOMBR8BL8AM7NTYEJP
25656;4;45506;206;12;;0;20180307;O648OLXJFHY84YPXJDRF
25754;16;39048;3;10;0.2;0;20180307;LFODXDLVSM4DN40LT240
25979;12;43243;368;11;;0;20180307;NM5UHJYLJK0XIR0ZL7TB
25986;6;11021;176;3;;0;20180307;SZLG9R2JDXUEW8HMI8Z5
26057;6;47484;373;13;;0;20180307;V9A40QCCRUT6986UTRY3
26068;20;31097;8;8;;0;20180307;0VX3KIYLOLRFWILQWMB3
26217;9;10589;321;3;;0;20180307;JFL59D5XGXUIUKW3G5HY
26762;16;8059;99;3;;0;20180307;Q49X84PER6RYQ4UCKJ5K
26944;7;82011;289;21;;0;20180307;CCI7RZCK7MCQIYU29NEC
27064;12;76092;88;20;;0;20180307;8JL7CI8767KH1KI0EONY
27084;6;2878;320;1;;0;20180307;CMKG79UIIEIF4RKXOAAZ
27245;2;18047;386;5;;0;20180307;0ZEH5MWCK0JFGNIN02TZ
27452;22;73710;430;19;;0;20180307;7VE2SEWGJDEXGMJOHYQR
27497;19;3952;177;2;0.2;0;20180307;EOHUK25ID7OMT4L7EU6W
27596;13;24212;375;7;;0;20180307;I3B92CFVVCZMZX135R18
27855;3;73379;85;19;;0;20180307;4KEJ6VLNAPO2CKEJ02Y8
28024;10;43541;208;12;;0;20180307;D3ZAA2K2ZOKBIM2NAEV7
28042;8;22017;251;6;;0;20180307;Z2BM7EKEN3UO82NUL5QG
28200;19;69466;21;18;;0;20180307;BBEUTTYKLAVQDASIHIPI
28325;13;67817;421;18;;0;20180307;62IY3IA16FE231RWFHKQ
28329;1;57946;190;15;;0;20180307;DTTNTX24OEMVSPVFS8B4
28362;18;83504;429;22;0.1;0;20180307;7MZO5WH6P58135HBQN2I
28505;20;6193;397;2;;0;20180307;8D22M670VSSQKZPGGDHX
28594;23;4531;280;2;;0;20180307;GC6HSZ0G2812XLIBDCAO
28926;18;490;393;1;;0;20180307;R6MKQWXHIMWP96Q9O64N
28933;16;3970;274;2;0.2;0;20180307;VRLLNX6SFR17OYKYQXU0
28957;1;4732;51;2;0.2;0;20180307;2HCGRSP06OZ7GIA35YM8
29068;11;63128;419;16;;0;20180307;RL2JEKXO5QHFAD3MUX2A
29586;12;12490;269;4;0.1;0;20180307;H946XHM5X7N96KOUGKST
29908;6;56817;257;15;0.2;0;20180307;ODPKYHIEJWV133D9C18G
30008;22;47277;362;12;;0;20180307;LOPXJT55ANL39OL5HDO3
30149;20;49731;435;13;;0;20180307;G83ELJ0YRQ4ZSJYY13FD
30450;13;32622;229;9;0.2;0;20180307;RAWNN9P0O6KUL7OUEF7U
30479;8;12358;135;4;;0;20180307;8UC1XTD62H3RE9L6HF19
30606;16;93337;377;24;;0;20180307;P4YNYUH2Q4OWN98GVIH3
30702;15;41799;279;11;;0;20180307;RHWULJW0RH3Q2951HNT6
30809;22;27616;122;7;;0;20180307;MMMHP8KYSZNWRTNFVS4F
30889;8;71360;154;19;;0;20180307;TD64KEVF5XY16EPK12EE
30981;9;78285;407;20;;0;20180307;L14FRFVHCGMHOX3NJ7DC
31049;17;43149;5;11;0.1;0;20180307;VHDMJYISVGOLVE0KZ0K6
31316;18;73808;105;19;;0;20180307;OKTFV9PF0KM8IQ2G1YYD
31364;1;73891;378;19;;0;20180307;V7T7VP3EFI8Q3716UFXD
31419;1;48892;329;13;;0;20180307;2Z19JMZ66X0EG7B9DH3X
31606;4;61296;362;16;;0;20180307;B08OM50FVT73K0AH6OIR
31642;21;77193;55;20;;0;20180307;M5U9UNDGRPQS0YQ1T01E
31647;5;92791;27;24;;0;20180307;V4OG2NCSCS3ZU3GRZ8NK
31769;18;79784;183;21;;0;20180307;6NVM258ES26QN7NDG3V7
31824;7;34078;437;9;;0;20180307;1FN3AA2TKJGE1YGQYUZG
31825;20;96744;68;25;;0;20180307;DCT4Q530O8PGNI9V8NVU
31971;14;34457;227;9;;0;20180307;S2ZP89WW0G47VL9UNX7P
32005;1;86965;296;23;0.1;0;20180307;Y2WO5W8RFU996L99867Y
32259;8;38282;224;10;;0;20180307;Q78JSQHO38WY338TN7LZ
32470;19;33773;306;9;;0;20180307;Z0344VK2GN5WZDZHVS0R
32565;14;27582;156;7;;0;20180307;U19VLS9JA2ERHHWLKMNW
32801;1;65953;48;17;0.1;0;20180307;DC1R9BLWH2JNP3TVU1TG
33148;21;94859;262;25;;0;20180307;UEB9GX7GSUJC9MLQAET1
33480;21;89227;413;23;;0;20180307;WAGD99YY33M90MJ7NT7E
33525;23;77412;449;20;;0;20180307;2DWBTND148OATNPCGEV0
34513;16;45389;282;12;;0;20180307;1PQIC5EXOBAVDP2ERPZV
34576;20;67984;430;18;0.1;0;20180307;OBRR3MCHOK2LR069NJ5P
34583;23;88715;130;23;;0;20180307;W1423SFKDU8GP1PMH4RW
34675;13;91084;225;24;;0;20180307;MF58QI1VNSA7KW95QDNF
34816;13;10932;195;3;0.1;0;20180307;VL658BDM1THPIR251CD6
34818;12;74147;286;19;0.2;0;20180307;OJD8OVLYY3WHVA08XCUR
34935;20;18132;72;5;;0;20180307;AEENIL2L0GWPCJQ2SFNF
34939;9;30672;114;8;;0;20180307;2UIR0QS9ML0CG7NSC04Y
35013;20;9673;429;3;;0;20180307;N3SJBKA3QMUDF7APLJPJ
35248;8;6897;319;2;0.2;0;20180307;MEDTGXI8WW61CNH196FY
35606;23;74085;189;19;;0;20180307;JDNBAD5HYHJKDAYFR4IU
35618;10;14216;110;4;;0;20180307;0EECISNMF1SJ2OE7629G
35641;2;55033;367;14;;0;20180307;PJVQCGKSN02XEYCF0EY9
35969;19;46465;224;12;;0;20180307;8E7HAJBEFS1GF55RZ7TZ
36009;10;58163;146;15;;0;20180307;IL8UAS6RQN4L7MBFGZZ8
36281;9;84354;44;22;;0;20180307;E38X6M1PJNG6X1DHQOM8
37034;15;30765;138;8;;0;20180307;6L63FBFEIUM5DJ0AJ3WQ
37036;8;6557;303;2;;0;20180307;OL6TJ2OZ5CNZAW8W9TD1
37102;3;40819;153;11;0.1;0;20180307;PET2H9OFNW655CJKYJI3
37254;14;91364;421;24;;0;20180307;W3EQ7VDCC7I7YWD1T8D7
37537;2;31635;319;9;;0;20180307;UX2J320YJF4P40SVRG6V
37788;6;85265;358;22;;0;20180307;XT6XVZVM5KN83WAI6I16
37892;5;38839;301;10;;0;20180307;XHCXG2XCD9XF2R67VI5E
37994;5;2457;133;1;;0;20180307;AVE0A5T47VW1IBE38X2Q
38057;3;27734;17;8;;0;20180307;0QF9U3QMM6LNJ5H24M5O
38254;15;36723;215;10;;0;20180307;SUBZJADM4G9YUFCWCL0T
38452;18;69226;54;18;;0;20180307;LU07CHOPLRRSHAPZ3PG1
38649;19;50868;46;13;;0;20180307;Q1VE0MOPDQYMLVOYDDZ2
38814;4;46964;208;12;;0;20180307;048ST0DYQY29KM56MSPG
38868;4;41612;144;11;;0;20180307;77JQCC2SAR6WU4988QST
38909;20;3906;389;1;0.1;0;20180307;9ZKZGASJPM0ZAXVHINDU
39038;2;61232;438;16;0.1;0;20180307;H6TQ1YF4S1LC0HB6ZXNW
39063;16;82230;31;21;0.1;0;20180307;32Y1W62P42K01DPSDK3J
39073;22;21785;280;6;;0;20180307;GRV6LWA9R0AHIS6FO29G
39200;4;73303;276;19;;0;20180307;VPAPE3M46PQ4V1HBYJUS
39224;21;20036;89;6;;0;20180307;X0AHYF3SMYGBGFM26TWH
39325;8;71622;138;19;;0;20180307;RYBCIHF6T39QYHG4N2P5
39650;9;59662;198;16;0.1;0;20180307;TCIKU4PS83W2ZKBPNC7B
39755;20;42005;364;11;;0;20180307;0M6LU1E3IIEFNF1GG4JH
39805;7;10572;151;3;;0;20180307;MM34SGRJ0KF9DMBDJW47
39884;20;34477;60;9;;0;20180307;13Z27R874SPBL4OL7WK1
39946;5;42239;354;11;;0;20180307;GSWMTGKKQ68RYAOJ9CXA
39952;3;48334;251;13;;0;20180307;D8O375RV4Z5E1F5PVC5L
40031;22;40684;293;11;;0;20180307;33LAM3AEDYN6GULBBA11
40095;11;37376;104;10;;0;20180307;UVGRDT2XMNGOUE85ZO6H
40123;14;68329;145;18;;0;20180307;6KWUKQNCG38NRJO3V3AQ
40164;18;41640;407;11;;0;20180307;NK3UUTHQ8IDDME5GIDVT
40282;19;68050;229;18;;0;20180307;7DKYKUYPURVJ4FQWJXTB
40476;22;23322;81;6;0.1;0;20180307;1VLS657BC4QEW7CIHH7G
40506;3;31225;294;8;;0;20180307;ALZ3K06PTOW5C5S2PRPC
40689;14;19714;267;5;0.2;0;20180307;6GIZGJM6FAOSY0UD0MQA
40728;11;52497;52;14;;0;20180307;015DZ5Z64MYSH06GIPZ6
40747;15;1279;42;1;;0;20180307;G6UP0P96RQOR7CFNPX0H
40773;5;82118;115;21;0.2;0;20180307;CTM0P91KZEB7ZZF1LOJE
41105;15;82627;55;21;;0;20180307;19TN98AKLCNT9GPZRSPZ
41166;22;3483;98;1;0.2;0;20180307;XRAJFPFEEXLTFLJZETXD
41307;12;26449;194;7;;0;20180307;96C1HAJQ7CP0V92B4UB1
41377;21;64646;367;17;;0;20180307;OEMPRR1BRTCWTBV1HHKS
41488;15;72857;414;19;;0;20180307;47PGI4EJPM7690JVDB55
41631;22;15980;16;5;;0;20180307;RRUMUII3Y7ZDBY0EMMAE
41634;18;51660;62;14;;0;20180307;0DG42OWBOPPXKZROW67Q
41770;19;41400;166;11;;0;20180307;VGCQVWMWGG980LZ14UO1
42024;2;31156;100;8;;0;20180307;XSL32N5RGYAMJO2PW6TN
42074;20;86587;416;22;;0;20180307;F66TA6N2IMB983POBA0Q
42086;22;23492;80;6;;0;20180307;SPYSUUGMIZQGV6NPDUQU
42102;8;81356;247;21;;0;20180307;1OMFFD1NWEWXFJSD1Z1J
42117;3;95413;124;25;;0;20180307;ZKX9HYQDA418LDUOOWFP
42231;2;38947;178;10;0.2;0;20180307;74CRBOG4YYVMG63QD605
42427;20;9300;436;3;;0;20180307;JEYOXH1JYZWMQL5ONFEQ
42520;3;54612;321;14;0.2;0;20180307;SN1FUAY4SHC5ZQDH8A46
42569;1;79319;212;21;;0;20180307;289KGELSD1FD7SCLWOGR
42573;4;78936;111;20;;0;20180307;LFK12V0US7BDKP3CEAR3
42603;8;74167;173;19;;0;20180307;YT3KYU17SS5PK50FXP27
42643;20;16841;80;5;;0;20180307;NCJNL97U2U7C4PRT4W0E
42671;4;52764;37;14;0.2;0;20180307;Z642AKSAUO7PLFPAZUQ2
42758;10;81199;210;21;;0;20180307;A0GQFGBW8T3PBUSTR27K
42939;16;24266;34;7;;0;20180307;SWPTW9LH2H12X2G1C6KM
43196;12;15159;285;4;0.1;0;20180307;ZUG3K3WRDPJGBYPBFUAR
43579;16;84899;69;22;0.2;0;20180307;QPV06WJMNL293HDL0S60
43673;10;85648;243;22;;0;20180307;HI53Y5TTHDCYYZQX3RHD
43681;20;95792;83;25;;0;20180307;DVOX33WIX3YFBY249ZEM
43697;2;40685;433;11;;0;20180307;O9MOSOMAXBFJVEMHC74C
44072;11;31976;279;9;;0;20180307;QQEKCKPELPRTKR61PSBO
44285;15;82199;300;21;0.2;0;20180307;SP87FLOOB3GCOTUZ8V0G
44323;11;62011;178;16;;0;20180307;I0MV2OWNA5BDEGB9JZPW
44365;17;97079;388;25;;0;20180307;VSFKGS3FZ1TFZFEDPDSM
44422;13;2344;105;1;;0;20180307;P0YH9T7C5QLZHNQNPH0Q
44436;10;37591;164;10;;0;20180307;6RWVFNIITQQ3BKTJGXR4
44518;12;47476;209;13;;0;20180307;0TRS6ZTY81C63MX6KD16
44761;19;44126;419;12;;0;20180307;EM2VS11EZB0CMPKRXYBJ
44768;6;16582;257;5;;0;20180307;GWFCYT3335UM5Q37KTHL
44800;14;80001;76;21;;0;20180307;5XH6GEN5CYSLJD533R4E
44865;21;23985;353;7;;0;20180307;IM7E2QUZA7X8YQA35KZS
44961;12;52275;37;14;;0;20180307;WXYJFDBAA06RNNH2SDKU
45114;19;33510;300;9;;0;20180307;J6K4NQVF5EEZ9JUBCL3D
45165;11;89353;23;23;;0;20180307;UWGJVX97OSRL4OL90GP7
45184;10;62384;219;16;;0;20180307;O1YND327O0ADZPMHVAF6
45261;20;71607;255;19;0.2;0;20180307;A6Z8QSJMPG5Z43KCP7KC
45421;8;23862;290;7;0.2;0;20180307;CURN2A0A3TQOLVOBA80W
45991;22;56429;245;15;0.2;0;20180307;KU5BK1MTFNW3SAZC1QIA
46009;11;36826;123;10;;0;20180307;BUOSOB4YNDBS0GUS82A5
46100;12;64248;391;17;0.2;0;20180307;M5IOHCCFH7CYYPDIEO5N
46142;8;51785;371;14;;0;20180307;KI0AOIV9TR4CFHW8EONK
46327;22;4835;326;2;0.2;0;20180307;JPPEIPSEPCL4KWA9TCAO
46575;8;96784;195;25;;0;20180307;BQD22QHFW4TEB5GSK26V
46624;16;3338;48;1;;0;20180307;UATS2I1N3AEVJQW7U7HG
46823;5;9081;410;3;;0;20180307;KQNZZ8UQFE1H733NDHPM
46951;3;27164;18;7;;0;20180307;SYFD5F0AXKCMVVJXCBAX
46997;18;40792;389;11;;0;20180307;PSPXFROXYGHFJBGMB0CT
47072;19;32497;47;9;;0;20180307;HTKOUNLFKLNM5Z66EBEK
47244;15;68304;122;18;0.1;0;20180307;JLZK6NXU5GL4CIYTZE5G
47311;23;54054;175;14;;0;20180307;4QX3VOHG7UGI5U4BSEUQ
47409;11;727;157;1;;0;20180307;IRZOWTIOWQJMHDW81IAC
47510;8;58293;439;15;;0;20180307;51Y4NJTN5R6UFDWW2ON1
47613;6;59546;59;16;;0;20180307;YDCO2XCT4YPSBEWANU6E
47900;3;76186;346;20;;0;20180307;ZF9TTKCK1N2Q0VVVEHCF
47944;5;52435;24;14;0.1;0;20180307;ZC7JZKB29NAEO756LSCS
47967;8;44564;303;12;;0;20180307;GVFAE2L3KGARBGD4GE75
47988;6;69867;175;18;;0;20180307;E1RZHY3JF3YZVP4X8O83
48219;1;90789;334;23;0.1;0;20180307;2MH1OIOSB6ZVMP9WQELT
48354;9;59893;205;16;0.2;0;20180307;ISFCAB1ALM191SA42WBI
48363;20;77806;317;20;;0;20180307;Q8UXITLYE6RV1H806QJP
48490;5;68983;427;18;;0;20180307;SKVHTAHAUYQXSVXOJM2A
48569;10;96863;148;25;;0;20180307;7YA4XJZ0ETLP84EO1HJZ
48801;8;22972;57;6;;0;20180307;XDWS1NYRCPY5LKB30O0S
48841;23;43053;287;11;;0;20180307;PV4RDYL4YN322Z2WARDT
48851;13;43837;367;12;0.1;0;20180307;PWNP8LOGBQFSG2ZYSDQ5
48891;5;76228;48;20;;0;20180307;426GL6GO7K8AY63L479E
49123;10;5659;234;2;;0;20180307;V6NOUFB2DQRWUOPVGKOF
49220;15;58217;225;15;0.2;0;20180307;YNNWUWZSLT5OPD6B83J2
49334;9;27621;60;7;;0;20180307;HMF3636A7DUDJ0IN6V2V
49341;12;13166;25;4;;0;20180307;2ZNKHA0XQ1HJ9XJYDXSZ
49383;12;60052;112;16;;0;20180307;XGLZTCWWTB1K8GK9HS8A
49560;14;70957;189;18;;0;20180307;M2ZG6YXKDWP57W44L8CH
49594;20;29170;211;8;;0;20180307;NTLWH0LEG2BKSA9EMLWZ
49675;13;74952;40;19;;0;20180307;S22AAVN0PGFXJH62KSQJ
49865;6;46005;133;12;;0;20180307;SDS9YAS255D05J2K5IUK
49987;8;87817;336;23;;0;20180307;WPD21XLQZWQKEXNUHASN
50700;4;97693;114;25;;0;20180307;U5GH15BGI8QEQCKE7SLC
50702;3;98082;146;25;;0;20180307;M83LQBJJB7Q5PF7IPNV1
50751;18;98280;396;25;;0;20180307;OLXCBXC8FLGMVIWYOJ87
50756;20;32164;259;9;;0;20180307;B9ATD8DZIWIGOVKH5LO4
51109;2;53720;332;14;;0;20180307;FU9E0EU2A3LFOBEMIPMW
51132;21;7581;153;2;;0;20180307;4GYLONLYIHA1I1ABVPU6
51345;19;35961;107;10;0.2;0;20180307;AI8Y4E1GHEG2TB26S0A7
51347;20;81006;134;21;;0;20180307;CXHW87QTJO0RSVUJGCG8
51454;2;44939;32;12;;0;20180307;5AOE35TN5JQXZ2814DQF
51804;1;56594;398;15;;0;20180307;DRHYIQA77C8ZKFQQK1H8
51917;13;31591;225;8;0.2;0;20180307;FROPGQA84ERP6B4H1PVA
52074;23;43539;285;12;;0;20180307;FOTIL9ASOTXABIFJDND7
52128;22;42741;295;11;;0;20180307;S5RT3LBNCX8K0SOZW1V0
52175;5;16177;56;5;;0;20180307;WGU0XL1H9D3UJFPN610F
52555;11;93574;95;24;;0;20180307;AMMQMQM22H4187Q3U2S2
52561;6;61733;81;16;;0;20180307;DWGUIW4ML98OPFXUBQ10
52592;5;81830;122;21;;0;20180307;D7228JHT3OLATS7R3MLW
52613;10;82265;214;21;;0;20180307;OI974RHKSQ0L216VBS87
52914;9;19414;208;5;;0;20180307;ZMQTSSURQ7Y531O2WLWL
52954;16;17738;189;5;;0;20180307;HODQBBY68R3Z181VCERE
53240;22;5384;109;2;;0;20180307;4Q1WQ9KKVRLODAS1D2ET
53332;19;8885;7;3;;0;20180307;PWPIJQ4EIVZTSSUFZ9C7
53534;12;15718;286;4;;0;20180307;XEC1DWK0V7PS9UYGDVQL
53998;15;56713;229;15;0.2;0;20180307;EYGBK39ALDHXCLUVG25L
54007;18;78217;149;20;;0;20180307;VMFO4N1WMU821H72795G
54296;8;72819;377;19;;0;20180307;J1L17CEDAM8IC2ZVA6TE
54319;2;84732;242;22;;0;20180307;L0OUNROYDOKY97GCFWLL
54483;5;33675;265;9;;0;20180307;4WGN1POIMVM0C7VYINWX
54542;2;51601;98;14;;0;20180307;2WL77YFQDAAJQ10HHXPQ
54795;9;48760;79;13;0.2;0;20180307;VDAYVYXXMISQ8SNO43IA
54931;3;6395;445;2;;0;20180307;M75OTF15USQS02MSX2ZL
54969;16;72448;159;19;;0;20180307;T9N2ERTNZIH5HPRAG2QT
55038;20;28503;217;8;;0;20180307;99HX2PBYB26ZV2G70GZW
55086;6;1126;306;1;;0;20180307;IJSVO0AWKJ3LP0IV14G4
55263;16;51974;138;14;;0;20180307;6BB3IK76SZBCN3BKLBZE
55304;4;71083;265;18;0.2;0;20180307;3NK7ZYAHJ91TD9M67VH0
55328;20;22033;344;6;;0;20180307;5TRFSNVT0I8HAODGBL8Y
55500;21;83496;140;22;;0;20180307;CQHNYJ22WC9LQQ6IV193
55637;18;63382;438;17;;0;20180307;AXFAEFEFGV2LQEAE4U9Y
55708;9;24183;250;7;;0;20180307;JN5K94QUU8D3H8AMJQ56
55926;2;62491;4;16;;0;20180307;CUS63396CHF4F0BMI4GG
56181;6;73552;452;19;;0;20180307;F2PE7RNTG562SQ91TAGL
56268;23;84926;309;22;;0;20180307;CGSKHZ2VWXM076SFYEKB
56508;10;24755;444;7;;0;20180307;35VY2KN8ISROAFOE6K18
56564;9;21644;210;6;;0;20180307;VEV07L0IWAIVNPZ8WFSX
56845;5;12374;225;4;;0;20180307;124JVQQU23YMXY8BNJV6
56868;6;43108;341;11;;0;20180307;3SY5TP8S665KDPFNPFS9
56899;22;61152;62;16;;0;20180307;AQ3DYPOX4EKHOWXG6NV9
56936;13;21895;106;6;0.1;0;20180307;JHG0EKMOUAGGJHEPA166
56951;17;98491;182;25;;0;20180307;1MN9D7S5OX2LXWNEJW5S
57243;11;44060;416;12;;0;20180307;UVBHMMT3FZWZPAK5U9VL
57344;18;57495;150;15;;0;20180307;ITXGR9DYEH5B12IXIIAA
57617;6;83639;354;22;;0;20180307;NOYUQ74NLJNZWZOQSYNS
57694;21;25643;142;7;0.2;0;20180307;AQW10NBBQ1M65ND2NJSP
57803;16;19641;438;5;0.2;0;20180307;VSN1VM21GZWGZI5U6SBM
57943;7;15635;221;4;;0;20180307;OUAIBAGGIWT8WEUDZQJM
58009;18;77857;383;20;;0;20180307;LS9F6P3LBQTOD1XG51TH
58351;1;54299;373;14;;0;20180307;BU6CJPQ2AGIW8YEWEUES
58352;17;82101;447;21;;0;20180307;42UEYVLKGTY5PDR5USPD
58476;10;70530;71;18;;0;20180307;H52S5W7W721R90SE7MOR
58585;23;91947;167;24;;0;20180307;3PHCQ3O1Q0VQ9PRFA0WB
58705;12;1246;363;1;0.1;0;20180307;254HUKATMVTYYWIJTGR3
58815;23;5419;300;2;;0;20180307;YRVNLTNIY4VWFFJR4NZ5
58957;22;92434;416;24;;0;20180307;GJ7LJDXC2V2FDETYHEBZ
59250;9;71596;345;19;;0;20180307;KATHZIXBYCZJDXKWNGJ0
59445;9;68132;67;18;0.1;0;20180307;QUX1WQZYXJOOP8K07VIK
59840;10;89823;290;23;;0;20180307;1Q0XLDAGUR726NMFWOAS
59879;18;7447;19;2;;0;20180307;SZYDKCPVQVT01Z4ABG9Q
59946;1;71613;352;19;;0;20180307;O3V3NPF0OXBSYWN3I761
60006;10;10065;52;3;;0;20180307;NE92VV2JCUXJ4NCLJDOW
60015;19;5826;203;2;;0;20180307;4YNSDGUY1IXLRKTPLHR5
60181;9;15709;148;4;0.2;0;20180307;0YHUSQ567EBBV1BN2GD7
60476;1;79405;212;21;;0;20180307;3B7K10M72U8JFM9PBGAG
61128;2;87960;282;23;0.1;0;20180307;MROO0WDKUZ91U0IO9RW5
61213;11;58952;366;15;;0;20180307;ZK1XHTOCY0BMBU6LFYYS
61469;18;58513;158;15;;0;20180307;84247U3S81W2MJ6WCMMO
61533;23;95047;192;25;;0;20180307;LOC3WV4NVM0Q4KDW0QQM
61620;3;1612;389;1;;0;20180307;BSU6USZW9EXF5T3KE18O
61660;7;82780;303;21;;0;20180307;0JEVW9BGP6UJ4C8EDBPL
61694;3;97888;376;25;;0;20180307;6V4WL269W9YOKPVLU21U
61706;4;69799;247;18;;0;20180307;2F132MP0V7KMDV4LIC55
62766;3;47363;6;12;0.1;0;20180307;E6DMCMZJR4V3E6OKF73U
62845;4;22211;155;6;;0;20180307;YBLBL88HC4TX7LG5O8CE
62884;18;19873;384;6;0.1;0;20180307;HWYFTVRL38BH5Z1QQGXP
63052;10;68510;288;18;;0;20180307;HBHTK4OMS892DIW3KNOE
63349;3;27577;245;7;0.2;0;20180307;653IE3YTR5STWQSIFNRR
63719;1;21315;12;6;;0;20180307;3UPE9NDT0AKWH76I3N48
63761;16;43075;264;11;;0;20180307;DFV7IR8Y1EMH8R6PILCI
63777;9;13165;119;4;0.2;0;20180307;5YMP2GRAY67YG7P8GVIF
63784;17;67224;47;18;;0;20180307;8AOJVU5IEJK5BBHTEA40
63787;6;51843;208;14;;0;20180307;OGG1GE5I2WW2O2P62WW2
64008;17;20989;423;6;;0;20180307;VHJ323XITSEBP5VO27BG
64014;20;69675;436;18;;0;20180307;EABE6O64FZX6WV88UJ8Y
64111;19;47214;230;12;0.1;0;20180307;ZT2JQISUJPUJEY5IBVBT
64114;3;97086;148;25;;0;20180307;PY8DO9SIEGWUTMT65XDO
64162;20;86810;413;22;;0;20180307;SYTNZ2UPV516QLO0GGVG
64323;3;4137;440;2;;0;20180307;F4RGD32HKZHCZLGDESWZ
64523;13;39021;299;10;;0;20180307;NH6UP47L2D0ZD2U9F5RN
64566;6;59645;281;16;0.1;0;20180307;WOLYPCDVMDDBUVF0YYQ3
64588;3;83325;438;22;0.1;0;20180307;H9WISRTBTHJHPO39D9JK
